case_id,quote_hash,current_winner,challenger,provenance,trace_file,post_index,current_sha256,challenger_sha256,production_score,topic_score,editorial_quality,eligibility_verified
38dab10d66214a8f33ef,08be01c1fe5fc197294f854d99c293c1d85039b4a0576a9f50db5943d9071560,tg_f898abc6e133d50485c751bc2f30ca71ab4c34f3f1000b29c9142a2d518e086d.png,tg_7d6ced255a74d563b6ba9811429970c51f605647aac25819e14104f836d93434.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0000/selections.jsonl,186,6dec2b9cd288e863cea541bec391aa69f1a8190a8ab0844c7fefc0d5136f2c11,8b769b6c89fc2d45d214cdc39fef3f27a9149052bc64e022466323ab6dd06f63,109.881314,87.84131395714174,92,True
dbbca3ff711dd4d9eba3,08be01c1fe5fc197294f854d99c293c1d85039b4a0576a9f50db5943d9071560,tg_f898abc6e133d50485c751bc2f30ca71ab4c34f3f1000b29c9142a2d518e086d.png,tg_90af9e1629ef38b0590076820045b36c3540189f849fc38d7cdbbbea4ae2c1b2.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0007/selections.jsonl,165,6dec2b9cd288e863cea541bec391aa69f1a8190a8ab0844c7fefc0d5136f2c11,02004b2cca2df1c5199bd50b0b8ababffb464bdccb6d4eb7c82647a3dc52f18e,103.601314,87.84131395714174,88,True
649b2360f0d35e006a3f,0acb6cd5c5ec0ed58b882f3f4077b6f65f04b100ebfde6ace075c1993736b51a,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0002/selections.jsonl,117,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,62.819527,25.61952735684057,90,True
871cef5a200df1b4c849,3ba6cfba4bbf0673ce1cf563fb9de4821aded8422c64cbcd4218bf8da951f24d,tg_59b18840cbf67ac4a14a64f3858e7fcee40dfb483db36ec5b911fc22592dffaa.png,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0008/selections.jsonl,16,8599c7b013acc84d14abbd9809ec3154c9d00ac46a5fc6340088ab17faf0f2ee,4a06f5d44cd41461d9ba97056b3bf9a9552cc6e062a2567a38e46688c0056857,72.841717,39.08171700501653,88,True
42f7c7f901e65773d1d9,3ba6cfba4bbf0673ce1cf563fb9de4821aded8422c64cbcd4218bf8da951f24d,tg_59b18840cbf67ac4a14a64f3858e7fcee40dfb483db36ec5b911fc22592dffaa.png,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0004/selections.jsonl,31,8599c7b013acc84d14abbd9809ec3154c9d00ac46a5fc6340088ab17faf0f2ee,59e930da6593f1858876467f1c2426399d003b4b5733836f17da9baf594877ea,60.381717,39.08171700501653,90,True
18d9c05171a3b7771300,3ba6cfba4bbf0673ce1cf563fb9de4821aded8422c64cbcd4218bf8da951f24d,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0005/selections.jsonl,28,4a06f5d44cd41461d9ba97056b3bf9a9552cc6e062a2567a38e46688c0056857,59e930da6593f1858876467f1c2426399d003b4b5733836f17da9baf594877ea,60.381717,39.08171700501653,90,True
c4b43d7652a5a705a041,5ff1169a7688823bd091284eaafe66348fc0d2fde67146ff2b20738b14a6663c,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0018/selections.jsonl,7,4a06f5d44cd41461d9ba97056b3bf9a9552cc6e062a2567a38e46688c0056857,c23f6a374a45a548fbcec9d004ba45c454b4e84980a73ea21fefccce2ef2bef8,78.512821,79.71282107369771,85,True
044824e1b0a5d2fbdb1f,8312afd41d8a4871f7c62f21e6bab0840e48aef15d48e311fc152cc1e1d03e1d,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,tg_596607c93f9aca406d8543ecc792e9a87fad06354303a69663df183d7417a764.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0012/selections.jsonl,186,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,2067d9e256f9b6aff6c616cf5b7a9e6c9c301475b9cdde0ff4db81426466d62b,50.939757,33.979756816580654,88,True
ad499c5e87c4b1061c82,8ee86fceccc2ab211e6b4f20764ba758d8b0278c1fcaa2f46c302f2d440c61b1,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,tg_d116b04e74175d66ec440a8cb9c207a3f2d93f5f8cc55115ba00d25fcd3da08f.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0000/selections.jsonl,134,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,f904a13136da43e43ca5b3aa646a006354698eb3df68910759a4e0fedfbf627b,64.651496,27.29149581161655,88,True
84c4fab4ab81767961f5,8ee86fceccc2ab211e6b4f20764ba758d8b0278c1fcaa2f46c302f2d440c61b1,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,tg_0056972ab9debcb840c36ac23ad0387e715cb22fc4ed49dbcf35159f83592aa5.png,exact_simulator_runner_up,/disks/disk1/etc/mrsMThatcher/simulation_runs/audit_evidence_20x250_20260710/runs/run_0004/selections.jsonl,55,b38dc848b990c202e5b6cafe379a1857ce2874d10ed70f7fddd5f9ff6d521d9c,2beeca3ab674727584033790bd233b3302349040437bd90284165b2fc691b8d9,74.491496,27.29149581161655,90,True
